IQ,Major,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
99,Marketing,8.54,8.33,3,No,6,4,1,No
81,Design,9.81,9.89,1,No,3,7,1,No
120,Restaurant,7.86,8.19,1,No,7,10,0,Yes
79,Finance,5.43,5.29,8,No,9,4,4,No
97,Marketing,7.99,7.84,2,No,3,5,2,No
84,Computer Science,8.43,8.4,1,Yes,4,1,0,No
108,Psychology,6.1,6.24,2,No,7,10,2,No
95,Design,6.97,7.22,3,No,1,1,2,No
92,Engineering,7.99,7.82,4,Yes,9,10,1,No
112,Marketing,6.87,6.96,9,Yes,7,10,4,Yes
100,Engineering,6.87,6.76,7,No,4,3,2,No
107,Business,5.67,5.89,5,No,4,6,0,No
85,Restaurant,9.7,9.36,5,Yes,6,1,1,No
78,Marketing,8.75,8.51,6,No,3,4,2,No
101,Education,5.01,4.94,1,No,2,9,5,No
95,Computer Science,8.83,9.22,6,Yes,5,2,5,No
109,Finance,8.7,8.77,6,Yes,5,2,5,No
98,Education,5.05,5.52,5,No,9,2,1,No
103,Business,6.85,6.45,10,No,5,10,1,No
75,Restaurant,8.03,7.99,9,Yes,6,10,0,No
128,Psychology,7.26,7.18,10,Yes,3,7,0,No
97,Design,8.89,8.99,10,Yes,2,7,3,No
110,Engineering,7.13,7.44,5,Yes,2,6,2,No
87,Business,5.77,6.11,9,Yes,2,2,5,No
104,Finance,9.88,10.05,10,No,1,5,1,No
80,Design,6.21,6.35,7,No,5,6,3,No
106,Psychology,8.59,9.04,3,No,0,6,0,No
94,Finance,5.72,5.6,9,Yes,5,10,4,No
100,Computer Science,6.65,6.98,10,No,7,6,1,No
110,Engineering,7.21,7.63,7,Yes,5,6,4,No
81,Education,5.96,5.95,4,Yes,1,1,4,No
89,Marketing,7.25,7.48,9,No,6,4,5,No
106,Business,5.79,5.67,6,Yes,2,1,1,No
131,Marketing,7.8,7.46,9,Yes,8,3,3,No
97,Design,8.32,8.41,4,No,10,2,3,No
108,Marketing,5.31,5.01,10,No,7,2,1,No
98,Education,9.36,9.32,2,Yes,5,6,5,No
129,Pharmacy,5.93,6.3,9,Yes,0,1,2,No
73,Design,6.13,5.72,10,No,1,4,4,No
101,Engineering,8.31,7.84,4,No,7,9,3,No
75,Finance,7.34,7.45,2,No,5,3,1,No
62,Engineering,7.5,7.33,7,No,0,8,0,No
104,Marketing,5.64,5.56,7,Yes,8,9,0,No
102,Restaurant,9.03,8.94,5,Yes,7,2,1,No
95,Design,8.09,7.68,5,Yes,1,5,2,No
98,Finance,5.68,5.18,8,Yes,9,6,0,No
146,Psychology,6.87,7.27,6,Yes,4,5,2,No
96,Computer Science,9.05,8.77,1,No,2,6,1,No
107,Engineering,7.84,7.77,4,Yes,0,5,1,No
90,Engineering,5.54,6.01,1,Yes,6,7,4,No
104,Design,6.86,7.19,5,No,8,5,1,No
96,Restaurant,6.21,5.82,5,Yes,10,5,2,No
93,Marketing,7.59,7.6,4,Yes,6,7,3,No
127,Marketing,9.22,9.45,9,No,2,3,0,No
117,Design,7.18,7.38,8,Yes,5,10,0,No
102,Engineering,7.17,7.43,10,No,2,7,4,No
65,Finance,9.53,9.49,3,No,3,8,3,Yes
94,Computer Science,7.88,7.56,5,No,0,5,2,No
140,Design,7.83,7.79,6,No,1,4,2,No
96,Finance,6.31,6.46,5,Yes,0,2,4,No
116,Finance,8.04,8.15,8,No,9,5,1,No
121,Psychology,7.88,7.45,5,Yes,1,6,3,No
103,Education,6.98,6.54,8,No,3,9,0,No
87,Pharmacy,9.95,10.42,10,No,5,6,3,No
63,Computer Science,9.41,9.06,10,No,10,6,4,No
110,Business,8.75,8.54,3,No,7,6,1,No
87,Restaurant,7.69,7.96,5,No,9,8,5,No
102,Pharmacy,7.31,7.22,4,Yes,8,6,3,No
81,Psychology,5.92,5.6,6,No,9,1,1,No
96,Computer Science,6.53,6.5,3,No,6,1,3,No
100,Marketing,8.87,8.94,10,No,3,10,0,No
104,Pharmacy,7.27,7.22,4,No,6,2,2,No
83,Marketing,9.41,9.83,4,No,0,1,3,No
117,Restaurant,5.74,5.52,5,No,10,3,2,No
91,Marketing,7.54,7.7,6,No,9,3,2,No
74,Restaurant,8.23,7.84,2,Yes,10,4,2,No
98,Computer Science,7.58,7.47,10,No,10,6,4,No
100,Engineering,9.45,9.69,8,Yes,5,10,0,No
102,Restaurant,9.95,9.67,4,No,0,7,2,No
120,Finance,5.58,5.67,7,No,7,9,0,No
96,Business,5.65,5.3,7,Yes,3,8,3,No
98,Business,5.65,5.25,10,No,7,6,5,No
83,Design,8.41,8.43,2,Yes,7,9,0,No
112,Business,6.86,7.04,7,Yes,1,4,1,No
102,Design,8.67,8.28,1,No,5,6,2,No
93,Business,7.03,7.45,2,No,9,7,3,No
71,Restaurant,8.14,7.87,5,No,3,2,2,No
121,Finance,8.85,8.47,8,Yes,2,1,2,Yes
81,Engineering,7.74,7.44,7,No,8,10,3,No
91,Marketing,7.7,7.37,3,Yes,9,8,3,No
105,Psychology,5.44,5.03,10,Yes,8,8,4,No
82,Business,7.05,7.35,9,No,1,7,4,No
77,Engineering,7.73,7.73,5,Yes,4,9,4,No
68,Engineering,7.31,7.2,3,Yes,9,9,0,No
110,Restaurant,9.5,9.95,7,No,9,3,1,No
91,Computer Science,9.53,9.4,4,No,6,1,1,No
143,Computer Science,9.11,8.78,1,No,8,9,0,Yes
85,Business,6.88,6.65,5,No,7,1,4,No
86,Psychology,8.59,8.33,8,Yes,9,1,1,No
91,Business,6.98,6.98,4,No,3,5,4,No
103,Business,6.16,5.95,7,No,2,2,3,No
92,Design,6.71,6.73,8,No,0,2,0,No
109,Finance,5.35,5.52,9,No,0,5,4,No
85,Finance,6.66,6.94,9,No,8,7,0,No
79,Psychology,7.3,7.51,5,No,3,6,2,No
73,Design,9.78,9.49,6,No,7,5,0,No
66,Engineering,6.57,6.19,7,No,3,3,0,No
92,Design,9.51,9.55,10,No,5,9,4,Yes
95,Business,6.14,5.84,2,Yes,3,8,0,No
90,Computer Science,5.95,5.53,9,Yes,1,3,5,No
118,Pharmacy,7.59,7.62,1,Yes,0,7,5,No
118,Psychology,8.36,8.19,6,No,7,3,2,Yes
94,Engineering,5.22,5.48,6,No,5,6,3,No
73,Restaurant,6.11,5.92,7,No,0,3,5,No
91,Pharmacy,7.28,7.76,2,Yes,4,8,1,No
91,Pharmacy,6.66,6.92,6,Yes,2,3,3,No
90,Design,8.56,8.12,6,Yes,1,5,0,No
89,Marketing,7.56,7.57,9,Yes,2,3,5,No
90,Pharmacy,5.8,5.86,8,Yes,1,8,2,No
94,Business,9.47,9.67,5,No,9,10,2,Yes
90,Education,6.46,6.46,7,No,1,9,3,No
103,Computer Science,8.66,8.64,7,Yes,0,6,4,No
105,Computer Science,8.9,8.77,5,Yes,2,10,1,No
86,Education,9.82,9.59,7,No,2,4,0,No
119,Finance,7.49,7.94,3,Yes,3,10,0,No
85,Business,8.08,7.9,7,No,2,4,3,No
75,Restaurant,6.67,6.23,6,Yes,7,5,2,No
105,Pharmacy,8.39,8.06,6,No,3,3,2,No
87,Finance,7.32,7.68,2,No,9,4,4,No
104,Business,7.19,7.28,2,No,0,4,1,No
63,Design,9.28,9.56,7,No,1,1,0,No
120,Computer Science,5.25,5.56,1,Yes,6,1,3,No
110,Finance,9.41,9.73,9,No,5,9,4,Yes
77,Psychology,9.26,9.31,3,Yes,8,3,1,No
77,Pharmacy,7.53,7.21,6,No,5,5,0,No
125,Pharmacy,7.45,7.1,3,Yes,1,2,1,No
88,Restaurant,6.81,6.88,9,No,7,1,0,No
87,Marketing,9.97,9.84,10,Yes,8,7,5,No
66,Psychology,5.56,5.62,7,Yes,4,10,1,No
94,Pharmacy,7.95,7.95,1,No,5,9,1,No
96,Engineering,8.41,8.51,4,No,3,4,5,No
110,Psychology,9.67,9.2,5,Yes,10,4,3,No
79,Pharmacy,8.9,8.43,7,Yes,1,3,4,No
77,Education,8.22,8.44,7,Yes,4,3,2,No
106,Psychology,5.58,5.27,5,Yes,4,2,1,No
115,Business,6.87,7.02,1,Yes,0,3,3,No
76,Psychology,5.69,5.74,5,No,4,5,5,No
116,Restaurant,9.41,9.89,5,Yes,0,8,2,Yes
100,Design,8.75,9.09,4,Yes,2,8,4,Yes
116,Design,8.79,8.7,6,No,10,5,4,Yes
98,Design,8.26,8.38,8,No,8,1,1,No
62,Business,7.54,7.16,10,No,3,10,5,No
97,Finance,5.75,5.64,5,Yes,8,2,5,No
115,Design,6.65,6.88,8,No,5,8,0,No
86,Computer Science,5.68,5.8,5,No,0,10,4,No
94,Business,8.62,8.6,3,No,2,9,3,Yes
97,Finance,5.8,5.48,8,No,2,7,1,No
56,Computer Science,8.51,8.81,4,Yes,3,9,4,Yes
125,Computer Science,8.46,8.23,3,Yes,9,9,1,Yes
86,Computer Science,7.3,7.62,3,No,3,6,0,No
107,Engineering,5.68,5.79,6,No,7,6,4,No
98,Restaurant,6.57,6.44,8,No,2,7,1,No
118,Restaurant,6.6,6.14,10,No,10,1,3,No
106,Business,8.5,8.23,5,No,3,9,4,Yes
96,Computer Science,5.57,5.96,1,No,2,1,0,No
86,Education,9.15,9.47,1,No,6,8,2,Yes
111,Psychology,8.81,8.88,3,Yes,5,10,2,Yes
71,Finance,5.93,5.9,6,No,0,2,1,No
109,Restaurant,8.6,8.75,2,No,9,10,4,Yes
83,Design,8.34,8.31,1,Yes,0,7,4,No
118,Business,8.74,8.88,7,Yes,5,5,0,No
102,Finance,5.94,5.75,2,No,2,8,2,No
109,Business,5.79,6.13,8,Yes,8,10,5,No
101,Education,6.18,6.38,2,No,1,7,3,No
73,Engineering,6.83,6.66,1,Yes,2,8,5,No
87,Engineering,8.97,9.3,10,No,8,2,2,No
110,Computer Science,8.69,8.68,2,No,5,10,4,Yes
102,Engineering,9.63,9.3,2,No,0,9,3,Yes
117,Business,5.29,4.87,7,No,1,6,3,No
106,Design,5.06,5.26,1,No,6,6,0,No
85,Computer Science,8.5,8.87,3,No,5,6,5,No
88,Pharmacy,6.4,6.71,5,No,0,1,1,No
101,Finance,6.67,6.83,7,No,9,7,1,No
65,Education,7.73,7.37,6,No,1,2,0,No
125,Computer Science,5.51,5.1,8,No,5,2,4,No
106,Business,8.21,8.06,1,Yes,5,5,4,No
118,Finance,6.63,6.98,7,No,5,6,1,No
76,Design,8.16,8.62,9,No,8,1,2,No
118,Marketing,9.17,8.91,7,No,1,1,0,No
133,Education,5.86,6.12,6,Yes,9,1,2,No
80,Business,9.65,9.72,9,Yes,9,7,0,No
111,Education,7.65,7.18,4,Yes,10,1,0,No
100,Restaurant,9.61,9.65,10,No,8,9,1,No
76,Marketing,6.04,6.35,6,Yes,8,3,1,No
107,Finance,8.02,7.8,6,No,9,10,5,No
112,Engineering,7.02,7.42,10,No,8,2,2,No
90,Business,8.87,8.61,3,No,8,6,4,No
117,Education,8.03,7.61,7,No,2,2,3,No
74,Finance,7.47,7.13,1,No,9,5,5,No
77,Engineering,9.56,9.9,8,Yes,8,5,2,No
102,Design,6.89,6.81,8,Yes,9,9,0,No
100,Design,6.1,6.4,8,No,8,4,3,No
89,Education,8.04,8.07,9,Yes,2,8,3,Yes
112,Computer Science,8.12,8.1,4,Yes,3,7,5,Yes
107,Restaurant,7.2,7.51,6,Yes,3,7,3,No
112,Computer Science,7.43,7.35,7,No,3,1,5,No
98,Restaurant,9.8,10.1,2,No,6,6,3,No
109,Business,8.66,8.26,6,Yes,4,6,5,No
93,Pharmacy,5.55,5.69,8,No,6,10,5,No
130,Education,6.06,6.26,4,No,5,8,3,Yes
87,Psychology,9.88,10.28,5,No,6,6,2,No
131,Education,8.63,8.35,8,Yes,7,8,1,Yes
100,Marketing,9.58,9.68,3,Yes,5,6,1,No
79,Engineering,6.52,6.45,6,Yes,8,8,0,No
120,Marketing,8.71,8.59,1,No,3,5,4,Yes
101,Design,8.57,8.18,4,Yes,4,9,2,Yes
112,Restaurant,6.47,6.1,6,Yes,8,4,3,No
118,Engineering,7.75,8.09,3,Yes,8,6,1,No
105,Design,8.14,8.39,1,No,1,2,0,No
91,Engineering,7.41,7.29,6,No,1,3,3,No
114,Computer Science,9.14,9.47,3,No,8,4,0,No
100,Design,9.16,8.74,8,No,5,3,3,No
110,Computer Science,9.25,9.37,7,No,7,7,5,No
67,Computer Science,9.02,9.39,7,Yes,7,9,3,Yes
106,Engineering,7.44,7.78,8,No,7,6,1,No
90,Finance,6.91,6.78,7,No,4,3,1,No
124,Marketing,9.16,9.41,5,Yes,10,9,3,Yes
109,Design,7.45,7.38,10,No,10,1,1,No
103,Psychology,6.23,6.57,8,Yes,9,5,2,No
107,Finance,7.54,7.57,8,No,3,10,3,No
85,Marketing,5.71,5.97,8,Yes,2,10,1,No
124,Design,8.46,8.04,10,No,3,5,0,No
129,Restaurant,6.68,6.77,6,Yes,7,2,0,No
105,Marketing,6.3,6.35,2,Yes,3,5,0,No
123,Psychology,9.78,9.89,8,No,7,1,4,Yes
91,Education,8.88,9.08,10,No,7,1,0,No
88,Business,8.94,9.36,1,No,0,4,5,No
100,Computer Science,8.12,8.41,9,No,10,6,0,No
106,Business,9.2,8.92,9,No,10,2,2,No
94,Finance,8.8,9.13,6,No,8,5,2,No
108,Education,7.99,7.61,10,Yes,2,10,4,No
104,Computer Science,9.81,9.93,6,Yes,5,5,2,No
85,Design,5.96,6.34,6,Yes,2,3,1,No
107,Finance,9.72,9.32,4,No,8,4,0,No
112,Psychology,7.01,7.36,1,No,0,2,1,No
102,Engineering,7.64,7.94,1,Yes,6,7,4,No
117,Design,5.61,5.61,1,No,4,3,1,No
81,Marketing,7.7,7.51,5,Yes,2,6,5,No
107,Engineering,8.06,7.97,7,No,10,9,1,No
82,Finance,9.99,10.46,1,No,6,7,1,No
83,Marketing,9.88,9.58,1,No,0,4,5,No
90,Psychology,9.83,9.91,6,Yes,5,2,2,No
85,Business,6.74,6.32,2,Yes,6,7,0,No
91,Marketing,9.96,9.68,2,No,8,8,5,Yes
96,Business,7.28,7.54,7,No,8,3,1,No
112,Computer Science,9.26,9.06,9,No,6,7,3,Yes
95,Restaurant,6.08,6.57,8,No,4,1,0,No
76,Pharmacy,7.53,7.53,2,Yes,6,8,0,No
117,Design,9.83,9.85,7,No,10,7,3,Yes
87,Pharmacy,9.74,9.28,5,No,0,6,4,No
99,Computer Science,8.42,8.88,10,No,6,3,4,No
106,Marketing,8.99,8.66,4,No,9,4,0,No
102,Computer Science,5.88,5.92,10,No,3,8,2,No
116,Pharmacy,8.61,8.51,4,No,1,1,5,Yes
107,Pharmacy,8.09,8.01,4,Yes,5,2,4,No
87,Design,5.46,5.6,9,Yes,6,1,4,No
132,Engineering,5.57,5.73,7,Yes,10,4,1,No
102,Education,5.54,5.19,7,No,6,6,1,No
97,Computer Science,8.62,8.62,4,No,7,5,4,No
114,Restaurant,5.71,6,9,No,4,6,2,No
103,Education,7.34,7.28,8,Yes,9,2,1,No
105,Computer Science,6.78,6.45,10,Yes,10,5,5,No
137,Psychology,7.75,7.56,4,Yes,9,1,2,No
95,Finance,8.53,8.24,6,No,10,6,5,No
95,Finance,8.42,8.05,4,No,7,4,5,No
101,Pharmacy,7.58,7.46,1,No,3,10,0,No
116,Finance,7.32,7.36,5,No,9,9,5,Yes
77,Business,6.99,6.56,10,Yes,0,3,5,No
70,Restaurant,9.31,9.41,3,Yes,7,3,2,No
91,Finance,6.65,7.14,1,No,3,9,1,No
75,Marketing,6.3,6.76,2,No,4,4,5,No
93,Business,8.72,9.05,2,Yes,3,7,3,No
107,Education,6.8,6.57,8,No,6,10,2,No
86,Business,9.23,8.75,4,No,9,2,4,No
78,Computer Science,6.64,6.97,3,No,2,1,5,No
101,Pharmacy,8.51,8.07,4,No,1,10,5,Yes
112,Design,5.23,4.94,10,Yes,9,1,2,No
74,Design,6.93,6.97,1,Yes,1,6,2,No
112,Psychology,6.72,6.4,1,No,6,4,2,No
112,Restaurant,9.08,9.41,5,Yes,10,2,4,Yes
114,Computer Science,9.84,10.12,7,Yes,9,7,5,Yes
118,Design,7.3,7.56,9,No,5,8,2,Yes
133,Pharmacy,9.12,9.44,7,No,1,7,3,Yes
94,Education,8.5,8.22,5,No,7,10,4,Yes
101,Design,9.84,10.07,3,No,5,9,3,Yes
93,Marketing,9.06,8.92,8,Yes,7,1,3,No
100,Business,5.39,5.56,7,No,5,10,3,No
122,Design,8.57,8.19,4,No,3,6,4,Yes
79,Computer Science,7.68,7.89,1,No,7,8,1,No
87,Finance,5.08,5.55,3,Yes,3,9,4,No
120,Finance,6.26,5.8,8,No,5,8,2,Yes
115,Education,9.61,9.2,2,No,4,6,5,Yes
94,Finance,9.63,9.25,9,No,3,8,3,Yes
112,Education,8.99,8.92,4,No,6,8,2,Yes
105,Computer Science,9.91,9.7,7,No,7,1,3,No
122,Restaurant,9.03,9.34,10,Yes,5,8,3,Yes
101,Finance,5.05,5.02,7,Yes,0,7,5,No
115,Psychology,6.44,6.42,8,Yes,6,8,2,Yes
139,Pharmacy,5.15,5.37,7,No,3,8,0,No
108,Business,5.47,5.33,4,No,1,10,3,No
100,Finance,6.09,5.94,7,No,2,10,5,No
110,Education,7.52,7.78,5,No,9,6,0,No
94,Computer Science,9.24,9.52,10,No,3,9,4,Yes
135,Finance,9.31,8.82,7,No,6,3,3,Yes
102,Design,8.08,7.72,3,No,8,10,3,No
95,Finance,9.64,9.35,10,No,9,1,5,No
87,Education,7.5,7.35,7,No,10,9,4,No
116,Marketing,9.45,9.24,7,Yes,5,10,2,Yes
113,Marketing,7.27,7.44,2,Yes,9,10,2,Yes
92,Finance,6.39,6.72,8,No,4,2,0,No
108,Business,9.58,9.27,7,No,8,3,4,No
77,Computer Science,6.94,7,9,Yes,7,4,3,No
102,Psychology,7.52,7.39,4,Yes,7,8,0,No
106,Psychology,6.64,6.65,9,No,7,9,2,No
125,Finance,8.31,8.43,1,No,7,3,3,Yes
88,Finance,9.98,10.37,5,No,7,2,5,No
80,Marketing,5.13,4.82,10,No,9,2,2,No
86,Education,9.5,9.09,7,Yes,9,9,0,No
79,Business,5.02,5.15,4,No,6,8,2,No
120,Finance,6.82,6.71,7,No,1,2,5,No
123,Psychology,5.84,5.5,9,No,1,8,2,Yes
104,Computer Science,8.79,8.41,5,Yes,10,4,4,No
118,Restaurant,5.25,5.31,5,No,4,6,5,No
102,Design,7.77,7.57,2,No,5,5,0,No
98,Finance,6.47,6.97,5,Yes,8,5,3,No
95,Education,5.67,5.58,8,No,0,10,2,No
95,Finance,8.86,8.57,4,Yes,10,10,2,Yes
76,Education,6.09,6.22,2,Yes,6,7,1,No
103,Business,6.12,5.86,8,No,6,8,0,No
99,Restaurant,6.38,6.37,4,Yes,7,5,0,No
111,Pharmacy,7.93,7.91,5,Yes,0,4,3,No
101,Computer Science,8.3,8.25,7,No,9,2,4,No
97,Computer Science,5.09,5.39,5,No,3,5,3,No
86,Education,6.21,5.93,10,No,9,8,5,No
101,Marketing,7.15,7.55,4,Yes,4,1,0,No
111,Education,6.66,6.95,7,Yes,1,6,2,No
82,Marketing,9.42,9.25,4,No,1,2,4,No
101,Engineering,8.94,8.62,10,No,10,2,4,No
103,Psychology,8.13,7.91,4,No,3,8,0,No
89,Computer Science,6.69,6.52,2,No,2,6,0,No
91,Business,8.5,8.56,5,No,6,6,3,No
103,Education,9.22,8.77,8,No,6,6,1,No
82,Business,7.97,8.38,4,Yes,1,9,0,No
105,Restaurant,8.92,8.52,2,Yes,4,3,0,No
86,Business,8.75,8.53,9,No,4,2,3,No
115,Finance,7.86,7.47,6,No,7,5,0,No
135,Psychology,6.56,6.32,3,Yes,7,6,5,No
87,Finance,8.73,9.07,10,No,10,9,3,Yes
108,Design,6.03,6.15,5,Yes,3,9,5,No
89,Education,8.9,8.63,6,No,9,2,0,No
115,Computer Science,9.02,9.39,9,Yes,0,9,2,Yes
81,Education,9.11,9.41,5,No,5,9,0,No
107,Psychology,7.36,7.61,9,Yes,6,6,1,No
86,Pharmacy,5.96,6.31,1,No,0,1,4,No
96,Pharmacy,5.5,5.62,10,Yes,7,8,3,No
84,Design,8.72,8.72,4,No,8,8,1,No
112,Psychology,9.43,9.3,1,No,7,8,5,Yes
87,Engineering,8.25,7.97,2,Yes,2,8,3,No
108,Engineering,5.72,5.78,2,Yes,8,10,1,No
94,Engineering,9.67,10.06,10,No,9,5,3,No
98,Computer Science,9.95,10.04,5,Yes,2,2,5,No
102,Computer Science,7.17,7.59,1,No,3,9,3,No
88,Engineering,7.97,7.83,10,Yes,5,6,5,No
103,Pharmacy,8.89,9.09,3,Yes,6,3,4,No
122,Psychology,8.68,8.83,6,Yes,7,1,0,No
88,Business,9.84,10.01,1,Yes,6,5,3,No
117,Psychology,5.57,5.72,1,No,2,4,3,No
122,Engineering,7.9,7.62,3,No,10,4,5,No
87,Psychology,8.46,8.1,9,No,10,9,4,Yes
78,Restaurant,9.45,9.93,2,No,1,6,5,No
104,Computer Science,9.37,8.92,6,Yes,10,8,5,Yes
91,Computer Science,9.89,9.86,3,No,1,9,3,Yes
128,Pharmacy,7.56,7.49,6,Yes,8,1,3,No
100,Business,9.15,9.01,7,Yes,6,7,2,No
87,Engineering,7.14,7.42,7,Yes,6,7,2,No
82,Education,7.11,7.36,2,No,4,9,5,No
116,Pharmacy,6.27,6.68,3,No,5,1,2,No
91,Pharmacy,9.09,8.99,4,No,6,2,4,No
100,Business,9.93,9.99,8,No,8,6,5,No
114,Finance,6.28,6.67,5,No,9,4,3,No
92,Engineering,5.28,5.77,1,No,3,5,4,No
99,Education,9.08,9.55,9,Yes,5,5,5,No
99,Computer Science,8.1,8.32,1,Yes,0,10,4,Yes
110,Business,9.8,9.44,2,No,6,1,1,No
108,Education,6.26,5.78,7,No,3,1,0,No
96,Restaurant,5.36,5.69,3,Yes,1,7,1,No
100,Pharmacy,7.46,7.8,6,Yes,3,3,5,No
94,Business,5.43,5.68,8,Yes,7,5,5,No
77,Computer Science,6.31,6.09,5,No,1,8,5,No
103,Psychology,5.63,5.77,1,No,0,5,0,No
128,Computer Science,6.12,5.94,10,No,0,10,1,No
86,Restaurant,5.53,5.48,3,No,6,9,3,No
88,Business,9.77,9.65,2,Yes,6,4,4,No
86,Restaurant,6.39,6.8,6,No,3,7,1,No
110,Engineering,7.22,6.95,5,No,4,8,1,No
106,Engineering,9.49,9.57,7,Yes,4,7,3,No
97,Psychology,8.39,8.25,2,No,6,4,4,No
86,Pharmacy,8.09,8.25,6,No,2,8,0,No
101,Finance,8.53,8.59,5,No,4,10,1,No
76,Marketing,9.14,9.56,6,No,6,10,0,No
102,Education,9.39,8.99,5,Yes,10,10,2,Yes
113,Restaurant,8.21,7.93,7,No,6,4,5,No
81,Education,9.45,9.72,5,Yes,8,10,1,No
77,Psychology,7.68,7.55,7,Yes,3,8,4,No
123,Education,6.39,6.06,1,No,0,8,2,Yes
90,Education,9.4,9.4,9,Yes,4,4,2,No
117,Computer Science,7.71,7.86,6,Yes,10,5,1,No
97,Business,9.53,9.07,9,No,3,5,1,No
97,Pharmacy,5.2,4.99,1,No,2,5,5,No
106,Marketing,6.99,7.3,2,Yes,6,3,2,No
86,Business,9.74,9.76,7,Yes,8,2,1,No
101,Computer Science,6.25,5.79,4,No,3,1,5,No
94,Education,9.71,9.49,10,No,5,3,4,No
80,Marketing,9.77,9.91,1,Yes,0,9,4,Yes
105,Computer Science,9.41,9.11,5,Yes,0,7,2,No
96,Computer Science,7.82,8.15,4,Yes,2,2,1,No
97,Computer Science,8.23,8.41,6,Yes,4,8,5,Yes
81,Engineering,9.35,9.32,7,Yes,5,8,5,Yes
123,Marketing,8.88,9.3,3,No,8,7,2,Yes
113,Computer Science,8.15,8.04,6,No,8,6,4,Yes
114,Finance,9.91,9.65,2,No,9,2,1,No
95,Education,8.43,8.59,10,Yes,10,4,5,No
74,Marketing,9.88,9.95,4,Yes,0,1,4,No
129,Engineering,5.29,5.13,10,Yes,1,7,5,No
99,Restaurant,5.69,5.53,9,Yes,10,2,1,No
88,Restaurant,7.26,7.16,7,No,7,6,3,No
106,Pharmacy,6.92,6.71,2,No,4,9,4,No
117,Design,8.91,9.12,6,No,2,5,0,No
99,Finance,5.8,5.95,4,Yes,8,5,5,No
119,Restaurant,9.88,9.82,8,No,1,4,5,Yes
116,Engineering,6.58,6.48,8,No,6,1,1,No
83,Design,7.14,7.01,1,No,9,4,3,No
89,Computer Science,6.37,6.15,8,No,7,9,3,No
114,Computer Science,7.9,7.49,10,Yes,1,9,3,Yes
59,Psychology,5.29,5.06,7,Yes,0,7,4,No
97,Education,5.75,5.57,1,No,2,4,5,No
78,Design,8.73,8.78,3,No,7,9,0,No
92,Education,5.93,6.2,5,No,3,5,3,No
95,Engineering,6.18,6.08,3,No,4,10,5,No
94,Finance,8.96,9.4,3,No,8,2,2,No
91,Design,5.47,5.8,1,Yes,3,9,1,No
83,Restaurant,7.19,7.67,8,Yes,8,6,1,No
134,Finance,5.12,5.5,9,Yes,5,5,5,No
128,Psychology,6.73,6.85,5,Yes,6,10,0,No
82,Education,8.49,8.59,1,Yes,7,8,5,Yes
123,Education,5.45,5.08,1,Yes,9,2,0,No
94,Finance,9.44,9.66,9,Yes,9,5,4,No
101,Computer Science,9.55,9.65,1,Yes,0,10,2,Yes
99,Education,5.52,5.53,9,Yes,8,8,1,No
90,Psychology,9.95,10.14,3,No,1,4,3,No
114,Restaurant,6.49,6.43,3,No,2,10,3,Yes
101,Marketing,5.42,5.44,4,No,0,10,1,No
92,Restaurant,5.03,4.93,5,No,9,9,2,No
80,Restaurant,7.04,7.26,6,No,10,7,2,No
86,Education,8.15,8.53,6,No,2,7,5,No
75,Business,6.66,7,10,No,1,9,3,No
100,Computer Science,9.18,9.47,9,No,6,3,1,No
82,Education,8.58,8.09,1,No,6,3,3,No
96,Computer Science,6.75,7.16,9,No,5,10,4,No
120,Engineering,8.67,8.44,4,Yes,9,7,1,No
117,Business,9.7,10.09,7,No,10,2,2,Yes
99,Education,5.47,5.17,6,No,3,10,3,No
98,Pharmacy,6.53,6.47,9,No,2,3,0,No
128,Restaurant,7.32,7.57,2,No,6,6,0,No
107,Engineering,7.49,7.63,2,No,10,9,4,No
95,Business,7.71,7.63,7,No,2,4,0,No
78,Education,6.5,6.68,9,No,8,5,4,No
105,Psychology,8.34,8.39,5,No,9,6,4,No
112,Finance,8.23,8.01,7,No,7,3,2,Yes
90,Finance,7.89,8.04,8,Yes,6,2,2,No
104,Computer Science,5.57,5.27,8,Yes,1,4,1,No
94,Business,7.38,7.57,4,No,9,6,3,No
97,Restaurant,6.78,6.28,10,No,2,4,5,No
62,Restaurant,7.46,7.51,7,Yes,7,8,0,No
96,Marketing,9.61,9.51,1,Yes,10,9,3,Yes
114,Finance,7.4,7.2,4,No,2,8,3,Yes
90,Engineering,5.07,5.09,5,No,7,7,4,No
100,Business,7.19,7.34,10,Yes,3,2,0,No
88,Restaurant,9.1,9.57,7,Yes,4,10,2,Yes
105,Marketing,8.9,9.23,6,No,8,2,3,No
96,Business,7.57,7.79,4,No,10,10,4,No
85,Design,6.25,6.23,3,No,9,5,2,No
119,Restaurant,7.33,7.22,6,Yes,1,4,4,No
113,Design,7.82,7.35,10,No,2,4,3,No
90,Business,10,9.86,5,No,0,4,5,No
107,Restaurant,8.22,8.57,3,No,7,7,3,No
108,Design,8.47,8.35,4,No,10,3,3,No
109,Pharmacy,7.46,7.42,2,Yes,8,2,0,No
74,Marketing,6.77,6.54,9,Yes,9,5,0,No
115,Engineering,9.06,8.83,7,No,8,6,5,Yes
91,Finance,7.47,7.03,10,Yes,2,8,3,No
94,Marketing,9.97,10.08,3,No,4,3,0,No
